Label	EntryID	Published	Tweet(Title)	FavouriteCount	Geo	Source	AuthorName	AuthorURL	Language	Retweets	Timezone(blank)	UserListed	UserFollowers	UserTweets	UserFollowing
Rishi Sunak	1591183218820382721	2022-11-11T21:36:56.000Z	Sunak issued triple lock warning as Tory voters set to abandon party https://t.co/lFSH2wDiYi Thousands have gone...more will go. Be warned	0		Twitter Web App	RodgerSlape	RodgerSlape	en	0		0	0	0	0
Rishi Sunak	1591183125220306944	2022-11-11T21:36:34.000Z	RT @DHsDailyThink: My current prediction for the next General Election is that Rishi Sunak will win it for the Conservatives with a majorit…	0		Twitter Web App	Daniel Hall	DHsDailyThink	en	1		0	0	0	0
Rishi Sunak	1591183044857122816	2022-11-11T21:36:15.000Z	RT @LaurenLloris: Did you have enough of Rishi "braverman" Sunak already and need a general election? https://t.co/iPzSRd4ktG	0		Twitter for Android	EuroHarry #FBPE 🇪🇺🇳🇱🇬🇷🏴󠁧󠁢󠁳󠁣󠁴󠁿	garyawayes_gary	en	18		0	0	0	0
Rishi Sunak	1591183007859101696	2022-11-11T21:36:06.000Z	British PM Rishi Sunak knows he wants friends on the world stage.   But to make some, he’ll need to explain what kind of friendship he’s offering. https://t.co/93wPWC0Xel	4		SocialFlow	POLITICOEurope	POLITICOEurope	en	0		0	0	0	0
Rishi Sunak	1591182950879698952	2022-11-11T21:35:52.000Z	RT @SteelDella: Rishi Sunak's Party Fears there is Less to Him than Meets the Eye – Byline Times https://t.co/X2miY6SCyB	0		Twitter Web App	Della Steel	SteelDella	en	1		0	0	0	0
Rishi Sunak	1591182926766800896	2022-11-11T21:35:47.000Z	Rishi Sunak's Party Fears there is Less to Him than Meets the Eye – Byline Times https://t.co/X2miY6SCyB	1		Twitter Web App	Della Steel	SteelDella	en	1		0	0	0	0
Rishi Sunak	1591182915102158848	2022-11-11T21:35:44.000Z	Rishi Sunak poised to U-turn on Tory plans for privatisation of Channel 4 https://t.co/Jv12TVDSZV	0		WordPress.com	TrendRadars	RadarsTrend	en	0		0	0	0	0
Rishi Sunak	1591182849788760064	2022-11-11T21:35:28.000Z	RT @petemorristwit: @Bill_Esterson If he has to root out the cause of recession in the UK, he doesn't have to look too far.  Obviously it's…	0		Twitter for iPad	Richard 123	Richard49501386	en	1		0	0	0	0
Rishi Sunak	1591182772030574592	2022-11-11T21:35:10.000Z	RT @Rand0mB1tsUK: Sunak under pressure amid reports second cabinet minister faces bullying allegations  This follows the resignation of for…	0		Twitter Web App	It is what it is	2fastn2furious1	en	5		0	0	0	0
Rishi Sunak	1591182745480273921	2022-11-11T21:35:03.000Z	RT @LibDems: Attending out of embarrassment is the bare minimum from the PM. We need action.   Investing in renewables, insulating homes an…	0		Twitter for iPhone	Nick Sandford	clrnicksandford	en	48		0	0	0	0
Rishi Sunak	1591182533332701189	2022-11-11T21:34:13.000Z	Rishi Sunak drops major hint that motorists won’t get whacked with higher taxes in Budget https://t.co/KJSRsdwDAA	0		IFTTT	Sun Motors	SunmotorsUK	en	0		0	0	0	0
Rishi Sunak	1591182500075667456	2022-11-11T21:34:05.000Z	RT @AnneMcFarlane15: #SupportTheStrikes #GeneralElectionNow #ToriesOut127 UK set for new wave of strikes as civil servants and train driver…	0		Twitter Web App	dave green	davegre17533494	en	4		0	0	0	0
Rishi Sunak	1591182458669735946	2022-11-11T21:33:55.000Z	Rishi Sunak Wikipedia article edited by EddieHugh https://t.co/QkVEgFSLGa	0		MPs_Edits_App	MPs Edits	mps_edits	en	0		0	0	0	0
Rishi Sunak	1591182417859342336	2022-11-11T21:33:45.000Z	RT @PoliticsJOE_UK: Jeremy Corbyn tries to raise a point of order in the House, after Rishi Sunak mentioned him again during #PMQs.  Shadow…	0		Twitter for iPad	Ben Bennett	BenBennettbt12	en	1382		0	0	0	0
Rishi Sunak	1591182349227954177	2022-11-11T21:33:29.000Z	RT @Claudiachan00: Rishi Sunak's household is making £11.5 million a year from working in Russia but no one is talking about it. Why not? H…	0		Twitter for iPhone	Millie	MillieSansoye	en	3		0	0	0	0
Rishi Sunak	1591182342671908864	2022-11-11T21:33:27.000Z	@DawnWestgate @NileGardiner @page2554 @DavidGHFrost Why oh why is Graham Brady not being dragged to the media pillory. He's the puppet master, he's the kingmaker, and his total disregard for the conservative community is manifest in Rishi Sunak	0		Twitter for Android	Jon Aburrow	Darkhorse652	en	0		0	0	0	0
Rishi Sunak	1591182247386025984	2022-11-11T21:33:05.000Z	RT @RedfieldWilton: Rishi Sunak's approval rating is now +1. A week ago, it was +13%.  Rishi Sunak Approval Rating (9-10 November):  Approv…	0		Twitter for Android	Grayson Tong 🎼🎹🎷	aznclairnetkid	en	61		0	0	0	0
Rishi Sunak	1591182158433030145	2022-11-11T21:32:43.000Z	RT @john4brexit: “The mini-Budget wasn’t “extreme”, “libertarian” or “grossly irresponsible”, as many now claim. Proposals to freeze corpor…	0		Twitter for iPad	Zambman	Zambman	en	158		0	0	0	0
Rishi Sunak	1591182146756292608	2022-11-11T21:32:41.000Z	RT @TalkTV: Should Rishi Sunak win Plank Of The Week?  Dr David Bull: "He's destroying his own party, his reputation and our economy."  Wat…	0		Twitter for iPad	Reform UK East Anglia	ReformUK_EA	en	15		0	0	0	0
Rishi Sunak	1591182134626373633	2022-11-11T21:32:38.000Z	RT @quangels: Infosys!!!!! Sleazy greedy grubby devious deceitful man feathering own family nests! @RishiSunak #SunakOut19 #ToryChaos #Tori…	0		Twitter for iPhone	liz	sarahliz14	en	10		0	0	0	0
Rishi Sunak	1591182112979578881	2022-11-11T21:32:33.000Z	RT @CarolineLucas: Mindboggling that Rishi Sunak claims we need to "end our dependence on fossil fuels	0		Twitter for iPhone	Angelf1	Angelf164218529	en	926		0	0	0	0
Rishi Sunak	1591182103592538113	2022-11-11T21:32:30.000Z	RT @paul__johnson: ‘The message I want to send is that integrity in public life matters’ -Rishi Sunak  And the person in your left is… http…	0		Twitter for iPhone	David	DavidAtkins42	en	1534		0	0	0	0
Rishi Sunak	1591182017416159232	2022-11-11T21:32:10.000Z	RT @TransportActio2: The first area Rishi Sunak and Jeremy Hunt should cut is road building. They are not value for money and they take us…	0		Twitter for Android	John Riley	johnecohound	en	5		0	0	0	0
Rishi Sunak	1591181888454299648	2022-11-11T21:31:39.000Z	Rishi Sunak BETRAYS British Energy 😡 https://t.co/cZgh69WQ0e via @YouTube	0		Twitter Web App	Me	NortonYNWA	en	0		0	0	0	0
Rishi Sunak	1591181862466383872	2022-11-11T21:31:33.000Z	RT @ht4ecosocialism: This is pure BS. Tax cuts for bankers are affordable apparently!  Nurses' union pay demands not affordable, says Rishi…	0		Twitter Web App	Roy Hardie #FBPE 🏴󠁧󠁢󠁳󠁣󠁴󠁿🖤💙🇺🇦#ToryLiars	HereInTheHollow	en	13		0	0	0	0
Rishi Sunak	1591181858880253952	2022-11-11T21:31:32.000Z	Rishi Sunak is having the time of his life right now  #ImACeleb https://t.co/dSkfWWbcM9	0		Twitter for iPhone	mar🗝 prongsfoot ceo	spectrslove	en	0		0	0	0	0
Rishi Sunak	1591181853121290240	2022-11-11T21:31:31.000Z	RT @Carolyn69816106: Sunak needs to 'prove himself' on Brexit as EU 'capitalises on chaos' https://t.co/fbzlNLMTZV	0		PolyTwonkBot	@polytwonk	polytwonk	en	1		0	0	0	0
Boris Johnson	1591200031801249793	2022-11-11T22:43:45.000Z	RT @hutch__man: Just heard Boris Johnson has appointed 50 Tory MPs / donors / cronies to the House of Lords for life. The latest lot - some…	0		Twitter Web App	Bill Bright	BillBri60149564	en	55		0	0	0	0
Boris Johnson	1591199984036159488	2022-11-11T22:43:33.000Z	Long-term followers will know I spent much of the early pandemic months raging about the incompetence of Boris Johnson's government, and about Hancock especially, who told lie after lie about all of it. It was the blatant lies that really maddened me. 4/n	0		TweetDeck	Nick Harris	sportingintel	en	0		0	0	0	0
Boris Johnson	1591199955376652289	2022-11-11T22:43:27.000Z	RT @fifisyms: Shaun Bailey getting a peerage for what? Failure to get elected as an MP or Mayor? CHRIST. What a rotten system/Boris Johnson.	0		Twitter for Android	Senaka	senakaweeraman	en	28		0	0	0	0
Boris Johnson	1591199871750803465	2022-11-11T22:43:07.000Z	RT @lorraine_teuten: Boris Johnson worst PM in my 40 years, says ex-Foreign Office chief - The Independent https://t.co/7aphuRWden	0		Twitter for Android	BlueEyedJurist	BlueEyedJurist	en	6		0	0	0	0
Boris Johnson	1591199828956135424	2022-11-11T22:42:56.000Z	RT @RH9500: Boris Johnson is a rampant drug and alcohol addict lacking in coherence and yet was in office for nearly 3 years.	0		Twitter Web App	🇺🇦 Colin WokeMcWokey #FBPE	nilocski	en	1		0	0	0	0
Boris Johnson	1591199698064637952	2022-11-11T22:42:25.000Z	RT @FDAGenSec: It was issues of propriety in government that brought down Boris Johnson. As I told @StephenNolan, you would think therefore…	0		Twitter for iPhone	Amy Leversidge	Amy_Leversidge	en	1		0	0	0	0
Boris Johnson	1591199677843591169	2022-11-11T22:42:20.000Z	RT @GoodwinMJ: NEW. Britain's Reform Party hits highest ever support in polls of 8% --more than enough to cost Sunak &amp; Cons the next electi…	0		Twitter for iPad	Jeanie	barber_jeanie	en	749		0	0	0	0
Boris Johnson	1591199625603579909	2022-11-11T22:42:08.000Z	It was issues of propriety in government that brought down Boris Johnson. As I told @StephenNolan, you would think therefore that the current PM would recognise that when it comes to complaints against ministers, it’s really damaging not to have a proper, robust process in place https://t.co/6jovRQymRg	0		Twitter for iPhone	Dave Penman	FDAGenSec	en	1		0	0	0	0
Boris Johnson	1591199494133420039	2022-11-11T22:41:37.000Z	Boris Johnson forced out, Truss (convertee) forced out, Gavin Williamson resigned, now Dominic Raab under media scrutiny for bullying all pro brexiteers. See the trend?	0		Twitter for Android	Philip Crook	PhilipCrook9	en	0		0	0	0	0
Boris Johnson	1591199472742436864	2022-11-11T22:41:32.000Z	RT @stephanmouzouri: @BrugesGroup His suitability was determined by the lesser of the evils, we had a choice of Boris or Corbyn, the fear o…	0		Twitter for iPhone	Charles J P Trico	seejaypeetee46	en	1		0	0	0	0
Boris Johnson	1591199031086092288	2022-11-11T22:39:46.000Z	Boris Kit #苏州 Len Johnson #西安 Bridget Mond #无锡线下 Ronald Will https://t.co/o8AXkcSmKz	0		Twitter Web App	泉州 哈尔滨 大连 贵阳 石家庄 南昌 南通 太原 保定 呼市 兰州 三亚 南宁 安徽 芜湖市 山东	hemendr85586081	en	0		0	0	0	0
Boris Johnson	1591198988090642433	2022-11-11T22:39:36.000Z	RT @BorisJohnson: We cannot tackle climate change unless we save the great forests of the world and the natural splendours they contain. My…	0		Twitter for Android	jack forever # Defund the BBC 🇬🇧	johnread123	en	89		0	0	0	0
Boris Johnson	1591198910500212738	2022-11-11T22:39:17.000Z	RT @other_mrs: Matt Hancock: ‘that’s why I resigned’   Was it fuck, you mass murderer, Boris Johnson..yes Boris fucking Johnson fired you,…	0		Twitter Web App	Diamo	debbiediamond8	en	157		0	0	0	0
Boris Johnson	1591198906507235333	2022-11-11T22:39:17.000Z	@DonnaHerself It is a cult mentality, little to do with the real business of politics. So many people are willing to accept lies and false promises these days rather than proper action plans that aim to help people in their daily lives. We saw it here in the UK with mini-Trumo Boris Johnson.	0		Twitter for Android	George Minister	juddmin	en	0		0	0	0	0
Boris Johnson	1591198404159438853	2022-11-11T22:37:17.000Z	RT @SpanishDan1: So @RishiSunak is up with Boris Johnson in the lying  business	0		Twitter for iPhone	Leeann Kennedy	LeeannKennedy19	en	2		0	0	0	0
Boris Johnson	1591198345242243075	2022-11-11T22:37:03.000Z	RT @deGourlay: I'm not sure who I despise more, the bastards who brought down Boris Johnson, or the bastards who brought down Liz Truss. Oh…	0		Twitter for Android	John 🇬🇧 BSc #ReformUK	JohnRaw93623353	en	23		0	0	0	0
Boris Johnson	1591198204544311298	2022-11-11T22:36:29.000Z	RT @deGourlay: ....and Boris Johnson's.	0		Twitter for iPad	Karl Griffiths	KarlMGriffiths	en	4		0	0	0	0
Boris Johnson	1591198087040860160	2022-11-11T22:36:01.000Z	RT @PoliticsJOE_UK: Boris Johnson suggests the UK's record-breaking heatwave may have contributed to him being ousted as PM, and declares h…	0		Twitter for iPad	Matt has had enough..EU #FBPE OBE MBE FFS	mattremains	en	364		0	0	0	0
Boris Johnson	1591198048616841216	2022-11-11T22:35:52.000Z	RT @38degrees: £7,400 per year.  That's not a lot. But if your family earns even a penny more, your children aren't eligible for #FreeSchoo…	0		Twitter for iPhone	SirGabi - REDtick😷 🥀💙🇪🇺🇵🇸	gsmarshall64	en	12		0	0	0	0
Boris Johnson	1591197999929008128	2022-11-11T22:35:40.000Z	RT @SkyNews: The former head of the diplomatic service, Lord Simon McDonald, who has served under seven prime ministers, tells @BethRigby t…	0		Twitter for iPhone	David	dave24powell	en	254		0	0	0	0
Boris Johnson	1591197953213038592	2022-11-11T22:35:29.000Z	Breaking: Boris Johnson suggested that he may have seen a "fictional party" in the Number 10 garden attended by 43 plastered strippers during lockdown. He didn't deny reports that Dominic Raab and Nadine Dorries downed 5 WKD Blues. #partygate	0		Zapier.com	Partygate	PartygateBOT	en	0		0	0	0	0
Boris Johnson	1591197921177120769	2022-11-11T22:35:22.000Z	RT @ukiswitheu: Marr: Can you admit that herd immunity was Tory policy?  Patel: No, not at all, absolutely not  Watch this clip where Boris…	0		Twitter for iPhone	Harry Aldridge 🇺🇦🇪🇺	HarryAldridge88	en	908		0	0	0	0
Boris Johnson	1591197916827242497	2022-11-11T22:35:21.000Z	Like Boris Johnson, malignant one’s are the most dangerous, but I will be overjoyed to see the demise of these two people. https://t.co/ymtybkrFfT	0		Twitter for iPad	Robert Haden. Get the Tory scum out !	RobertHaden4	en	0		0	0	0	0
Boris Johnson	1591197857033355264	2022-11-11T22:35:06.000Z	RT @redrobboone: Ha , the ToryGraph turning against #LoarJohnson! In 3 months they will swear they nevet supported hm as he was always a wr…	0		PolyTwonkBot	@polytwonk	polytwonk	en	1		0	0	0	0
Boris Johnson	1591197812263649282	2022-11-11T22:34:56.000Z	RT @BarbaraSutton15: How naive we were at the height of covid when even though we had Boris Johnson as Prime Minister we believed we stood…	0		Twitter Web App	Trish Ray🌻🇺🇦 #RejoinEU#GTTO#BackTo60#50sWomen	TrishRay13	en	104		0	0	0	0
Boris Johnson	1591197585062055936	2022-11-11T22:34:01.000Z	@benleo444 You hypocrite Ben. I’ll remind you it’s Boris Johnson that implemented lockdown and held drunken parties 🎉 at No10 while Nanna died alone in her hospital bed. Funeral restricted. You don’t fool me https://t.co/DHG2O4sGsw	1		Twitter for iPhone	Derek Sharp	derek_find	en	0		0	0	0	0
Boris Johnson	1591197575646171136	2022-11-11T22:33:59.000Z	And you know what else dates back to EuroMaidan? The Lebedev and Boris Johnson support for #Brexit https://t.co/LdjQXi4Ti1	0		Twitter for iPad	David Robjant	DavidRobjant	en	0		0	0	0	0
Boris Johnson	1591197551973498882	2022-11-11T22:33:54.000Z	@notbluejusttrue @TerryReintke @cristo_burton Maybe that's due to your teaching or maybe they just don't agree with you.  Remember 18yo+ elected Boris Johnson &amp; the Tory Party that has ruined the UK &amp; denied democracy to Scotland. Could 16yo make it worse, don't think so.	0		Twitter for Android	For Scotlands People, Not Political Parties	Kramse_	en	0		0	0	0	0
Boris Johnson	1591197230890856448	2022-11-11T22:32:37.000Z	RT @DewiPowell: “I’m not involved…”  - Boxing’s Boris Johnson. https://t.co/M5dCS4u2da	0		Twitter for iPhone	James Becker.	JamesBecker1999	en	4		0	0	0	0
Boris Johnson	1591196999528742912	2022-11-11T22:31:42.000Z	RT @NicholasTyrone: Being asked by a Brexiter on here to "own" the "Remainers Brexit" we supposedly got has been a highlight of my day. How…	0		Twitter for Android	Jon Dawson	JonPDawson1	en	470		0	0	0	0
Boris Johnson	1591196613623808000	2022-11-11T22:30:10.000Z	BREAKING: Someone close to Boris Johnson honked that Liz Truss keeps getting Ant and Dec muddled up.	0		RobotPeston	Robot Peston 💙	RobotPeston	en	0		0	0	0	0
Boris Johnson	1591196463551614976	2022-11-11T22:29:34.000Z	@afneil That's what conservatives setup under the guise of "vote security"..  Didn't Boris Johnson pass some idiotic vote security laws in UK?	0		Twitter for Android	🇨🇦🍁Trent001🇨🇦🍁	trent0014	en	0		0	0	0	0
Boris Johnson	1591196384027635714	2022-11-11T22:29:15.000Z	RT @rfwalsh86: What do you get if you cross a Donald Trump with a Boris Johnson? A Leo Varadkar #WeWantAnElection #NoToVaradkar https://t.c…	0		Twitter for Android	Eibhlin Ni Shiadhail	NiEibhlin53	en	39		0	0	0	0
Boris Johnson	1591196298149232640	2022-11-11T22:28:55.000Z	@David__Osland Surely not. I thought that Boris Johnson was such a straight up guy.	0		Twitter for iPad	Sir FredFertang - Independence in my lifetime	fred_fertang	en	0		0	0	0	0
Boris Johnson	1591196285058654210	2022-11-11T22:28:52.000Z	🇪🇺 @ScotVoicesShow 💛    Sending Boris Johnson out to reassure the country is like sending a scarecrow out to calm the birds.	0		Space Cadet Stu	The Amazing Cybernat	SpaceCadetStu	en	0		0	0	0	0
Boris Johnson	1591196156734111744	2022-11-11T22:28:21.000Z	@Beany_1 The last MP to eat camel dick on Celeb went on to have an insatiable lust for Boris Johnson's dick.  Just so you know what's coming, Mr Hancock... 😂	0		Twitter Web App	P74Y3D 🧱	P74Y3D	en	0		0	0	0	0
Boris Johnson	1591196047484731392	2022-11-11T22:27:55.000Z	@Stephen54802053 @Tonypidge1 @IainBayne @MarinaPurkiss Thanks to Boris Johnson, we're out of the EU, mate.  And you're raging, aren't you? https://t.co/gtSHUWQLaH	0		Twitter for Android	Mr M 🇬🇧	MrMnd73	en	0		0	0	0	0
Boris Johnson	1591195961371799552	2022-11-11T22:27:34.000Z	Ha , the ToryGraph turning against #LoarJohnson! In 3 months they will swear they nevet supported hm as he was always a wrong'un! The two-faced sh1ts! https://t.co/4Kyv27ng6J	0		Twitter for Android	⚫🕷💙 #FBPE #FBPA #FBPPR #FBCoalition2024	redrobboone	en	1		0	0	0	0
Boris Johnson	1591195746568933378	2022-11-11T22:26:43.000Z	RT @Stuzipants: I’m not shocked to see Matt Hancock chewing a vagina, anus, and penis at the same time given he served under Boris Johnson…	0		Twitter for iPhone	Frances Forncett #FBPE	ForncettFrances	en	8		0	0	0	0
Boris Johnson	1591195742739496961	2022-11-11T22:26:42.000Z	RT @JamesMelville: So Boris Johnson has been wanging on about climate change at #COP27 to us plebs. I’ll take his opinions on this with a l…	0		Twitter for Android	TwentyOnePence	Only_One_Pence	en	156		0	0	0	0
Boris Johnson	1591195677929123841	2022-11-11T22:26:27.000Z	RT @jacobfhsmith: It's all coming together: 1. House is 218-217. 2. Nobody can win a Speaker vote. 3. Boris Johnson's citizenship is return…	0		Twitter for iPad	Nick Kocharhook 🇺🇦💪🏼	k9	en	541		0	0	0	0
Boris Johnson	1591195644139491329	2022-11-11T22:26:19.000Z	@cieltolk @MaretJaks @nspector4 @PierrePoilievre Again, not a fan or the supporter of the convoy, but they asked for the PM’s resignation and this PM has no moral authority to govern. We’ve seen other leaders with much more support resign, Boris Johnson, Willie Brandt, Nixon to mention a few.	0		Twitter for iPhone	Sean Simonian	SeanSimonian	en	0		0	0	0	0
Boris Johnson	1591195329076264960	2022-11-11T22:25:04.000Z	RT @WelshLa86864840: @RaggedTP Imagine if this was #Corbyn who did this https://t.co/bjQzGuoXKB	0		Twitter for iPhone	Pat Mustard	Buddysdad05	en	2		0	0	0	0
Boris Johnson	1591195218438918146	2022-11-11T22:24:37.000Z	RT @andrewadams99: This is ludicrous. 1. No evidence that Sunak's line is effective. 2. Expelling Corbyn *now* makes no difference to that…	0		Twitter for Android	Mahmoona Shah	MahmoonaShah	en	2		0	0	0	0
Boris Johnson	1591195167641415685	2022-11-11T22:24:25.000Z	@mattduss They were negotiating back in March in Istanbul. Boris Johnson told Zelensky to stop talking.	1		Twitter for iPhone	Margaret Kimberley	freedomrideblog	en	0		0	0	0	0
Boris Johnson	1591194898161881089	2022-11-11T22:23:21.000Z	@barnesannie135 @ashleyljames Boris certainly didn't almost die of covid, totally ridiculous claim by blowjob Johnson.	0		Twitter for Android	Jules Bastin	julesfbastin	en	0		0	0	0	0
Boris Johnson	1591194865366597632	2022-11-11T22:23:13.000Z	RT @sjames1132: @peterwalker99 How many of them has Boris Johnson recently ennobled?	0		Twitter for iPhone	S Harr	SHarr73146294	en	1		0	0	0	0
Boris Johnson	1591194814095437824	2022-11-11T22:23:01.000Z	RT @mikesjw1: Comrades, the former far-right hated Johnson, climate vandal and general hatemonger, is now our Boris, gentle climate guardia…	0		Twitter Web App	Jenny S	Veroan_RS	en	2		0	0	0	0
Boris Johnson	1591194721078366209	2022-11-11T22:22:39.000Z	I get the impulse for stuff like this, I really do. But I'll just never buy that if you look at recent history for even 5 minutes, how you come away with the idea that people like Musk (or Trump, or Boris Johnson or whoever) are these machiavellian geniuses playing the long game. https://t.co/0yKk45hCg6	14		Twitter Web App	Alex Fernie	FernieCommaAlex	en	0		0	0	0	0
Boris Johnson	1591194644934955009	2022-11-11T22:22:20.000Z	@guardian Britain's stupidity to look for cheap laugh instead of solving problems is what got us here. Under this man over 200k of our fellow citizens died. We've Boris Johnson's corrupt lowest of low lives back in gov't, yet what one of them does in d bush is the fixation!? Mad.	0		Twitter Web App	Broderick Oyamenda	BroderickOyame1	en	0		0	0	0	0
Boris Johnson	1591194574722322432	2022-11-11T22:22:04.000Z	@MaryAnneGrace9 @Light42Lime Yeah bloody opportunists:  https://t.co/CeTcgxTBbm	0		Twitter for iPhone	Phil Wollerman	philwollerman	en	0		0	0	0	0
Boris Johnson	1591194501452009472	2022-11-11T22:21:46.000Z	@mrjamesob The number of influential people who wilfully tore down the most decent and public-spirited man who’s ever stood for PM (and went on to spend endless months remembering what a blatantly disgusting and dangerous world leader Boris Johnson was) remains absolutely terrifying.	0		Twitter for iPhone	Tom Brookes	CitizenBrookes	en	0		0	0	0	0
Boris Johnson	1591194369524404224	2022-11-11T22:21:15.000Z	@Louise_Rowntree @Deeyah_Khan @faisalislam Because Boris Johnson and Nigel Farage lied?	2		Twitter for iPhone	Garfield’s Ghost	Occamsreznor	en	0		0	0	0	0
Boris Johnson	1591194165454704640	2022-11-11T22:20:26.000Z	RT @ann_meharg: @Monocotyledon @jchimselfbigpo2 @AlanBixter It's becoming more and more apparent that obscene wealth causes mental disorder…	0		Twitter Web App	Alan Baxter ♛	AlanBixter	en	1		0	0	0	0
Boris Johnson	1591194012366475265	2022-11-11T22:19:50.000Z	RT @haveigotnews: As plans for Boris Johnson’s £250m royal yacht are dropped, the government files them away with ‘bridge to Ireland’, ‘tun…	0		Twitter Web App	Albogix.eth	albogix	en	842		0	0	0	0
Boris Johnson	1591193872847159297	2022-11-11T22:19:16.000Z	RT @larryandpaul: Your reminder that Matt Hancock and Boris Johnson are BOTH STILL MPs, and get paid £84,144 to represent their constituent…	0		Twitter Web App	MFvH	MFvH9	en	5419		0	0	0	0
Boris Johnson	1591193772615876608	2022-11-11T22:18:52.000Z	Rose Abe #北京 Greg Finn #天津 Boris Johnson #武汉线下 Maxine Coffey https://t.co/pP51YZKSdr	0		Twitter Web App	天津 丰台 大兴 朝阳 番禺 白云 东莞	aditya_dahiwal	en	0		0	0	0	0
Boris Johnson	1591193669687992321	2022-11-11T22:18:28.000Z	@AlanPavelin @BrugesGroup you really have lost the plot havnt you. (90% of party members would have voted for Boris Johnson had he been on the ballot. No wonder you like Sunak he will get Brexit reversed for you. perhaps you should vote for him	1		Twitter Web App	Barbara Brown	Barbara21399290	en	0		0	0	0	0
Boris Johnson	1591193402984394752	2022-11-11T22:17:24.000Z	RT @MbaEmma05355528: I promised Malami, Boris Johnson, Catriona Laing &amp; King Charles III that I'm reporting you to Jesus Christ. Are your h…	0		Twitter for Android	Mba Emmanuel	MbaEmma05355528	en	1		0	0	0	0
Boris Johnson	1591193375486926849	2022-11-11T22:17:18.000Z	Keir Starmer - Tory  Wes Streeting - Tory Rachel Reeves - Tory Jon Ashworth - Tory Ian Austin - Tory Matt Hancock - Tory Boris Johnson - Tory Suella Braverman - Tory Witch Dominic Raab - Tory  Andy Robertson - Kopite https://t.co/hOkz4Ul06H	0		Twitter for iPhone	AJ	AJ1984EFC	en	0		0	0	0	0
Boris Johnson	1591193365953261571	2022-11-11T22:17:16.000Z	I promised Malami, Boris Johnson, Catriona Laing &amp; King Charles III that I'm reporting you to Jesus Christ. Are your hands not bloody of Biafran innocent &amp; precious Blood crying for VENGEANCE b4 God? God will surely expose you to the world very soon. Repent now! Free MNK Now! https://t.co/Ak9Wu4HEBv	1		Twitter for Android	Mba Emmanuel	MbaEmma05355528	en	1		0	0	0	0
Boris Johnson	1591193298991214592	2022-11-11T22:17:00.000Z	@lexloofa @DianaToolan @RoshanaMN This comes from a pathetic excuse raised by a politician for what  was actually an illegal party during COVID lockdown in the UK. https://t.co/Topv8u0Dev	0		Twitter for iPhone	Sofia Smith	sofiaxsmith	en	0		0	0	0	0
Boris Johnson	1591193277319249920	2022-11-11T22:16:54.000Z	RT @ElectroFountain: @Flash_news_ua Best thing Boris Johnson did was to jump to Ukraine's support well before the Russian attacks - he did…	0		Twitter for Android	Karen Rogosky	KarenRogosky	en	2		0	0	0	0
Boris Johnson	1591193262865666048	2022-11-11T22:16:51.000Z	@EasterGammon @Pr0bP0stL1b @fourth_vp Maybe the one where I complained and the lack of economic help, or praised Boris Johnson's effort to start a fund for the rebuild? Your tweets come across as increasingly deranged.	1		Twitter for Android	Collingwood 🇬🇧	admcollingwood	en	0		0	0	0	0
Boris Johnson	1591192953753673742	2022-11-11T22:15:37.000Z	@BrugesGroup His suitability was determined by the lesser of the evils, we had a choice of Boris or Corbyn, the fear of Corbyn determined Johnson’s mandate, which is why we need PR..	1		Twitter for iPhone	Stephan James Mouzouri	stephanmouzouri	en	1		0	0	0	0
Boris Johnson	1591192886162649089	2022-11-11T22:15:21.000Z	RT @jon_trickett: I’ve uncovered that Government departments spent over £8.2 million of public money on taxis in the last 3 years.  This is…	0		Twitter for Android	steven luckwell	steveluckwell	en	615		0	0	0	0
Boris Johnson	1591192817644490753	2022-11-11T22:15:05.000Z	RT @PippaCrerar: EXCL: Next phase of inquiry into whether Boris Johnson misled parliament over Partygate faces being delayed as a result of…	0		Twitter for iPad	Thomas Flynn	ThomasF86612463	en	1541		0	0	0	0
Boris Johnson	1591192367411101696	2022-11-11T22:13:17.000Z	....and Boris Johnson's. https://t.co/AzxQoplHvS	14		Twitter Web App	Peter	deGourlay	en	4		0	0	0	0
Boris Johnson	1591192318987886592	2022-11-11T22:13:06.000Z	RT @4Apes: This could be the answer to the climate crisis: @BorisJohnson Iván Duque "The climate crisis is causing irreparable loss of the…	0		Twitter for iPhone	Louisa Pearson	louisa1000	en	2		0	0	0	0
Boris Johnson	1591192310934802434	2022-11-11T22:13:04.000Z	RT @forashid: Boris Johnson slipping out of a tricky corner	0		Twitter for iPhone	Haroun Rashid	HarounRashid2	en	1		0	0	0	0
Boris Johnson	1591192158505402368	2022-11-11T22:12:28.000Z	RT @BylineTV: For years @johnsweeneyroar tried to tell this story but no British TV channel would dare. So we did.  The world's first movie…	0		Twitter for Android	Lynnejb	Lynnejb1	en	3336		0	0	0	0
Boris Johnson	1591191842733051906	2022-11-11T22:11:12.000Z	@bonks_4_putinho @Pdrock4 @CancelRussiaBiz @briebriejoy It's out of Canada but there's lots of reports of a peace deal. https://t.co/pPEAg6mbvC	0		Twitter for Android	John Peters	Therealjohnrp	en	0		0	0	0	0
Boris Johnson	1591191734205419521	2022-11-11T22:10:47.000Z	RT @frankgwest: @ChirpyChet Anything’s possible. I understand Johnson. He’s possessed of a superiority complex; hungry for publicity, wealt…	0		Twitter for Android	Pam Price	PamPric97358110	en	2		0	0	0	0
